uso de tierra;indice vegetación;tipo de suelo;distancia a la carretera ;Sobrecarga;geología - litología;distancia a las fallas;distancia a límites geológicos;topografía;pendiente;aspecto;plano de curvatura;perfil de curvatura;índice de humedad topográfica;Profundidad de valle;índice de posición del terreno (TPI);índice de rugosidad del terreno (TRI);índice de convergencia de taludes;longitud de pendiente;distancia al río;densidad a drenaje;distancia a drenajes;distancia a los arroyos;índice de potencia de la corriente;área de captación;precipitación;radiación superficial;radiación solar anual;densidad de población;corteza erosionada;indice de transporte de sedimentos
11;7;5;7;2;17;7;1;18;10;17;16;16;9;3;2;2;1;3;5;3;4;1;2;4;12;1;1;1;1;2
